activity_id,user_id,show_id,watch_minutes,watch_hours
1004,328,s5256,223,3.72
1005,485,s7993,237,3.95
1006,55,s7991,145,2.42
1007,8,s7204,77,1.28
1008,372,s994,129,2.15
1009,173,s7992,233,3.88
1010,417,s7610,13,0.22
1011,133,s2867,140,2.33
1012,447,s2687,187,3.12
1013,17,s1718,10,0.17
1014,42,s4243,169,2.82
1015,297,s2266,96,1.6
1016,169,s2082,98,1.63
1017,393,s1484,131,2.18
1018,26,s4621,222,3.7
1019,309,s5512,24,0.4
1020,127,s5141,93,1.55
1021,370,s2727,21,0.35
1022,146,s7244,286,4.77
1023,86,s8125,82,1.37
1024,445,s3147,31,0.52
1025,354,s1172,294,4.9
1026,327,s6842,42,0.7
1027,122,s7518,194,3.23
1028,314,s3826,43,0.72
1029,12,s5902,11,0.18
1030,275,s1685,298,4.97
1031,206,s2064,237,3.95
1032,134,s4453,60,1.0
1033,23,s3201,240,4.0
1034,174,s4868,171,2.85
1035,457,s559,184,3.07
1036,138,s4461,237,3.95
1037,429,s713,35,0.58
1038,146,s5807,167,2.78
1039,404,s361,113,1.88
1040,174,s8141,52,0.87
1041,491,s3352,99,1.65
1042,158,s2752,124,2.07
1043,407,s7370,190,3.17
1044,308,s6642,97,1.62
1045,222,s3359,282,4.7
1046,170,s3065,292,4.87
1047,81,s7826,297,4.95
1048,425,s5133,85,1.42
1049,140,s5188,290,4.83
1050,481,s7335,34,0.57
1051,447,s5327,233,3.88
1052,88,s4264,55,0.92
1053,41,s3391,12,0.2
1054,378,s1162,92,1.53
1055,282,s4617,213,3.55
1056,387,s4707,230,3.83
1057,119,s1057,34,0.57
1058,43,s4879,274,4.57
1059,435,s4445,34,0.57
1060,138,s2516,153,2.55
1061,336,s3278,69,1.15
1062,272,s6579,105,1.75
1063,412,s614,22,0.37
1064,15,s5898,104,1.73
1065,2,s2661,43,0.72
1066,46,s7032,21,0.35
1067,324,s84,144,2.4
1068,197,s533,263,4.38
1069,35,s5276,229,3.82
1070,140,s3146,130,2.17
1071,51,s665,127,2.12
1072,479,s5056,221,3.68
1073,350,s4065,119,1.98
1074,105,s4702,82,1.37
1075,259,s4584,275,4.58
1076,375,s1283,246,4.1
1077,271,s4562,46,0.77
1078,357,s7643,106,1.77
1079,55,s6157,146,2.43
1080,495,s7462,91,1.52
1081,449,s4748,85,1.42
1082,87,s1164,78,1.3
1083,100,s1515,104,1.73
1084,5,s4258,83,1.38
1085,62,s915,93,1.55
1086,40,s2390,230,3.83
1087,342,s3818,54,0.9
1088,269,s4578,192,3.2
1089,166,s8252,228,3.8
1090,437,s1966,165,2.75
1091,81,s5830,278,4.63
1092,276,s3399,52,0.87
1093,137,s4647,17,0.28
1094,123,s1172,152,2.53
1095,299,s8006,200,3.33
1096,477,s7046,253,4.22
1097,122,s8623,34,0.57
1098,250,s4902,21,0.35
1099,185,s417,74,1.23
1100,153,s6473,149,2.48
1101,213,s269,145,2.42
1102,186,s7459,59,0.98
1103,242,s5091,29,0.48
1104,128,s1070,47,0.78
1105,445,s4174,113,1.88
1106,274,s1841,258,4.3
1107,466,s4924,43,0.72
1108,176,s8489,80,1.33
1109,127,s5485,34,0.57
1110,39,s1047,127,2.12
1111,274,s4350,175,2.92
1112,269,s8220,186,3.1
1113,150,s5455,160,2.67
1114,98,s8045,169,2.82
1115,11,s898,174,2.9
1116,405,s7159,176,2.93
1117,59,s8768,275,4.58
1118,428,s6743,131,2.18
1119,245,s2823,293,4.88
1120,255,s2817,14,0.23
1121,209,s8292,243,4.05
1122,97,s3047,278,4.63
1123,38,s2080,131,2.18
1124,484,s3358,237,3.95
1125,26,s7177,239,3.98
1126,110,s5685,82,1.37
1127,228,s4177,170,2.83
1128,104,s8277,190,3.17
1129,453,s7970,244,4.07
1130,136,s6393,295,4.92
1131,29,s2092,25,0.42
1132,257,s5305,43,0.72
1133,18,s5454,82,1.37
1134,149,s3909,24,0.4
1135,81,s6380,182,3.03
1136,163,s4880,125,2.08
1137,195,s4898,246,4.1
1138,58,s7098,183,3.05
1139,344,s2420,129,2.15
1140,76,s5165,289,4.82
1141,75,s5547,275,4.58
1142,406,s7527,192,3.2
1143,498,s7772,265,4.42
1144,254,s6713,101,1.68
1145,296,s6729,101,1.68
1146,276,s3970,230,3.83
1147,232,s7565,255,4.25
1148,343,s3941,279,4.65
1149,392,s6502,169,2.82
1150,142,s137,177,2.95
1151,258,s6363,174,2.9
1152,385,s1022,272,4.53
1153,264,s40,279,4.65
1154,268,s3795,158,2.63
1155,314,s1307,21,0.35
1156,466,s3649,200,3.33
1157,206,s5867,300,5.0
1158,391,s1272,41,0.68
1159,180,s6204,106,1.77
1160,211,s2694,21,0.35
1161,331,s2885,193,3.22
1162,236,s3897,186,3.1
1163,41,s5334,46,0.77
1164,412,s1665,116,1.93
1165,218,s1310,195,3.25
1166,29,s3773,294,4.9
1167,2,s8261,231,3.85
1168,46,s944,74,1.23
1169,444,s174,42,0.7
1170,482,s1421,130,2.17
1171,369,s3987,158,2.63
1172,112,s240,110,1.83
1173,42,s5588,219,3.65
1174,415,s5175,295,4.92
1175,188,s8407,11,0.18
1176,276,s3716,122,2.03
1177,309,s980,80,1.33
1178,423,s3872,106,1.77
1179,274,s5840,196,3.27
1180,455,s6180,55,0.92
1181,491,s5546,61,1.02
1182,370,s2572,264,4.4
1183,22,s5132,163,2.72
1184,444,s7888,189,3.15
1185,9,s2242,169,2.82
1186,291,s8002,20,0.33
1187,215,s6318,149,2.48
1188,433,s4828,35,0.58
1189,451,s676,254,4.23
1190,137,s3390,120,2.0
1191,100,s6234,31,0.52
1192,81,s7648,207,3.45
1193,121,s7613,258,4.3
1194,378,s920,199,3.32
1195,215,s1906,211,3.52
1196,273,s5690,233,3.88
1197,395,s934,296,4.93
1198,272,s6237,85,1.42
1199,398,s1579,132,2.2
1200,7,s8121,209,3.48
1201,136,s4675,185,3.08
1202,93,s3902,181,3.02
1203,475,s6788,13,0.22
1204,147,s1037,101,1.68
1205,209,s1063,226,3.77
1206,70,s1070,300,5.0
1207,381,s8648,24,0.4
1208,110,s8061,63,1.05
1209,54,s4592,192,3.2
1210,340,s743,207,3.45
1211,386,s4692,100,1.67
1212,312,s7078,66,1.1
1213,207,s2611,253,4.22
1214,313,s78,91,1.52
1215,184,s1079,69,1.15
1216,113,s2780,275,4.58
1217,265,s6842,131,2.18
1218,87,s2049,210,3.5
1219,4,s6252,26,0.43
1220,473,s6787,138,2.3
1221,426,s3941,27,0.45
1222,122,s4875,217,3.62
1223,277,s571,23,0.38
1224,199,s6399,201,3.35
1225,136,s864,216,3.6
1226,483,s3981,212,3.53
1227,72,s501,256,4.27
1228,96,s8646,169,2.82
1229,52,s7495,78,1.3
1230,232,s3313,88,1.47
1231,339,s5933,159,2.65
1232,289,s7469,110,1.83
1233,411,s5428,129,2.15
1234,18,s2447,263,4.38
1235,208,s259,89,1.48
1236,445,s2667,176,2.93
1237,327,s6951,15,0.25
1238,93,s162,111,1.85
1239,433,s919,225,3.75
1240,354,s8657,199,3.32
1241,488,s3891,169,2.82
1242,314,s2570,159,2.65
1243,19,s543,21,0.35
1244,340,s4183,16,0.27
1245,325,s6157,100,1.67
1246,136,s1808,50,0.83
1247,452,s6165,208,3.47
1248,378,s1813,57,0.95
1249,466,s2970,299,4.98
1250,471,s613,124,2.07
1251,430,s2525,113,1.88
1252,61,s2644,190,3.17
1253,183,s6255,217,3.62
1254,140,s4740,54,0.9
1255,365,s5085,247,4.12
1256,191,s5472,53,0.88
1257,329,s6687,210,3.5
1258,110,s7426,200,3.33
1259,320,s354,166,2.77
1260,487,s2879,94,1.57
1261,270,s3947,24,0.4
1262,179,s838,27,0.45
1263,306,s7705,139,2.32
1264,11,s5567,185,3.08
1265,353,s1005,86,1.43
1266,20,s6147,62,1.03
1267,29,s7215,163,2.72
1268,103,s1786,157,2.62
1269,189,s6945,126,2.1
1270,116,s5852,191,3.18
1271,324,s2535,255,4.25
1272,244,s7002,168,2.8
1273,496,s2254,25,0.42
1274,163,s1377,155,2.58
1275,66,s2889,163,2.72
1276,365,s1043,119,1.98
1277,114,s3988,247,4.12
1278,298,s7093,44,0.73
1279,383,s6501,45,0.75
1280,232,s7638,291,4.85
1281,493,s5030,96,1.6
1282,166,s4351,241,4.02
1283,489,s5489,188,3.13
1284,1,s1131,221,3.68
1285,167,s1437,224,3.73
1286,478,s6707,187,3.12
1287,267,s8361,83,1.38
1288,44,s4722,157,2.62
1289,30,s227,153,2.55
1290,412,s2656,255,4.25
1291,28,s1973,216,3.6
1292,224,s5017,225,3.75
1293,43,s7412,180,3.0
1294,380,s5356,293,4.88
1295,425,s453,41,0.68
1296,86,s344,119,1.98
1297,23,s6174,187,3.12
1298,186,s7757,46,0.77
1299,382,s5174,113,1.88
1300,223,s6476,244,4.07
1301,329,s2167,129,2.15
1302,124,s5203,64,1.07
1303,181,s6482,179,2.98
1304,18,s8736,213,3.55
1305,207,s7658,148,2.47
1306,81,s8154,65,1.08
1307,221,s1658,213,3.55
1308,483,s1448,47,0.78
1309,107,s360,34,0.57
1310,284,s2973,273,4.55
1311,451,s7275,265,4.42
1312,485,s2447,231,3.85
1313,485,s1716,157,2.62
1314,467,s619,49,0.82
1315,76,s1221,30,0.5
1316,227,s2744,234,3.9
1317,165,s7425,10,0.17
1318,179,s1608,250,4.17
1319,197,s5748,145,2.42
1320,184,s8691,53,0.88
1321,95,s1813,81,1.35
1322,138,s6118,138,2.3
1323,49,s1196,265,4.42
1324,96,s3680,286,4.77
1325,219,s3287,173,2.88
1326,332,s4193,70,1.17
1327,151,s1006,98,1.63
1328,254,s5787,150,2.5
1329,194,s7540,164,2.73
1330,251,s6192,293,4.88
1331,368,s8693,57,0.95
1332,483,s7647,191,3.18
1333,188,s3370,79,1.32
1334,48,s3192,187,3.12
1335,87,s6431,71,1.18
1336,355,s7511,191,3.18
1337,8,s2357,100,1.67
1338,312,s1464,40,0.67
1339,154,s8548,166,2.77
1340,449,s4271,224,3.73
1341,422,s973,251,4.18
1342,147,s1241,173,2.88
1343,320,s808,53,0.88
1344,323,s1023,127,2.12
1345,27,s8395,102,1.7
1346,420,s5916,245,4.08
1347,39,s4991,259,4.32
1348,350,s8207,230,3.83
1349,326,s3606,282,4.7
1350,463,s3097,172,2.87
1351,332,s8195,70,1.17
1352,236,s4627,104,1.73
1353,53,s3505,276,4.6
1354,417,s8251,291,4.85
1355,394,s4337,44,0.73
1356,316,s2850,290,4.83
1357,359,s5033,12,0.2
1358,125,s1493,285,4.75
1359,446,s1730,87,1.45
1360,394,s7699,290,4.83
1361,441,s5213,10,0.17
1362,481,s3000,108,1.8
1363,80,s1633,119,1.98
1364,127,s1413,45,0.75
1365,67,s7920,148,2.47
1366,152,s6094,176,2.93
1367,467,s6512,283,4.72
1368,352,s4516,121,2.02
1369,300,s6833,288,4.8
1370,84,s1929,247,4.12
1371,151,s2577,194,3.23
1372,418,s5420,192,3.2
1373,1,s2830,222,3.7
1374,9,s1945,49,0.82
1375,490,s7007,193,3.22
1376,148,s5424,177,2.95
1377,409,s5655,214,3.57
1378,368,s1080,156,2.6
1379,162,s2345,280,4.67
1380,255,s3755,30,0.5
1381,116,s1824,184,3.07
1382,72,s7608,166,2.77
1383,203,s1951,180,3.0
1384,72,s8239,109,1.82
1385,413,s5949,295,4.92
1386,314,s2290,170,2.83
1387,312,s8230,130,2.17
1388,118,s3079,292,4.87
1389,31,s6787,168,2.8
1390,356,s8,152,2.53
1391,10,s1392,11,0.18
1392,482,s4862,164,2.73
1393,333,s3722,231,3.85
1394,167,s7967,120,2.0
1395,386,s1828,104,1.73
1396,290,s1062,220,3.67
1397,7,s6581,251,4.18
1398,165,s376,279,4.65
1399,464,s4860,237,3.95
1400,232,s2240,66,1.1
1401,401,s2890,98,1.63
1402,457,s1643,108,1.8
1403,313,s8257,49,0.82
1404,332,s6064,218,3.63
1405,471,s8421,229,3.82
1406,340,s6886,173,2.88
1407,125,s3840,54,0.9
1408,488,s2804,268,4.47
1409,243,s3763,197,3.28
1410,294,s679,96,1.6
1411,13,s7398,287,4.78
1412,338,s8158,106,1.77
1413,438,s4184,46,0.77
1414,485,s1593,139,2.32
1415,303,s3111,27,0.45
1416,499,s6173,197,3.28
1417,270,s4552,232,3.87
1418,86,s3750,41,0.68
1419,75,s2032,126,2.1
1420,178,s5395,89,1.48
1421,284,s6186,153,2.55
1422,317,s4787,194,3.23
1423,167,s6329,223,3.72
1424,192,s7340,220,3.67
1425,318,s6934,212,3.53
1426,114,s534,140,2.33
1427,428,s6996,125,2.08
1428,42,s2520,191,3.18
1429,490,s3002,265,4.42
1430,282,s6300,212,3.53
1431,212,s4574,103,1.72
1432,29,s3574,127,2.12
1433,115,s5693,173,2.88
1434,69,s8625,241,4.02
1435,493,s6344,188,3.13
1436,313,s2217,162,2.7
1437,391,s7281,241,4.02
1438,406,s4407,93,1.55
1439,418,s7135,173,2.88
1440,93,s4908,21,0.35
1441,324,s796,67,1.12
1442,355,s4924,205,3.42
1443,112,s5494,29,0.48
1444,248,s635,261,4.35
1445,327,s1430,208,3.47
1446,1,s7309,190,3.17
1447,436,s2151,187,3.12
1448,170,s3928,171,2.85
1449,28,s2062,239,3.98
1450,424,s8204,283,4.72
1451,74,s4475,286,4.77
1452,399,s2199,189,3.15
1453,90,s1541,210,3.5
1454,471,s5879,280,4.67
1455,13,s5572,160,2.67
1456,319,s145,199,3.32
1457,65,s8785,134,2.23
1458,354,s6036,44,0.73
1459,320,s142,299,4.98
1460,463,s7798,122,2.03
1461,83,s2868,36,0.6
1462,203,s72,281,4.68
1463,390,s4879,249,4.15
1464,104,s1752,225,3.75
1465,172,s5762,211,3.52
1466,270,s2265,19,0.32
1467,57,s1739,179,2.98
1468,159,s6802,148,2.47
1469,13,s7559,280,4.67
1470,415,s4566,97,1.62
1471,421,s768,256,4.27
1472,178,s2625,176,2.93
1473,411,s6120,286,4.77
1474,463,s6401,213,3.55
1475,97,s6686,155,2.58
1476,86,s226,163,2.72
1477,290,s8316,178,2.97
1478,292,s6161,188,3.13
1479,103,s7432,241,4.02
1480,314,s6415,269,4.48
1481,309,s1047,38,0.63
1482,374,s545,115,1.92
1483,357,s2898,261,4.35
1484,246,s7849,145,2.42
1485,428,s7653,141,2.35
1486,311,s7686,145,2.42
1487,369,s310,228,3.8
1488,426,s6756,28,0.47
1489,374,s8261,287,4.78
1490,340,s6515,22,0.37
1491,409,s7968,31,0.52
1492,180,s8797,265,4.42
1493,347,s2291,78,1.3
1494,133,s2597,99,1.65
1495,386,s558,39,0.65
1496,496,s1979,26,0.43
1497,19,s638,140,2.33
1498,409,s8230,251,4.18
1499,384,s3927,201,3.35
1500,70,s2158,123,2.05
1501,416,s1330,278,4.63
1502,210,s6999,265,4.42
1503,277,s6423,167,2.78
1504,9,s7733,212,3.53
1505,357,s6790,86,1.43
1506,69,s4473,147,2.45
1507,200,s3246,253,4.22
1508,394,s2191,76,1.27
1509,138,s6267,113,1.88
1510,234,s5271,97,1.62
1511,114,s335,90,1.5
1512,89,s7968,192,3.2
1513,65,s199,183,3.05
1514,58,s4579,130,2.17
1515,278,s7097,44,0.73
1516,479,s5739,44,0.73
1517,182,s706,203,3.38
1518,336,s1330,201,3.35
1519,483,s5566,157,2.62
1520,94,s7340,295,4.92
1521,132,s2251,49,0.82
1522,352,s1019,89,1.48
1523,271,s8559,75,1.25
1524,183,s4995,176,2.93
1525,340,s7916,219,3.65
1526,362,s5541,151,2.52
1527,298,s2724,160,2.67
1528,233,s106,275,4.58
1529,326,s8172,172,2.87
1530,428,s637,194,3.23
1531,29,s1759,262,4.37
1532,172,s4051,273,4.55
1533,461,s5445,248,4.13
1534,384,s3729,237,3.95
1535,212,s8544,142,2.37
1536,275,s344,212,3.53
1537,2,s7757,35,0.58
1538,242,s554,154,2.57
1539,17,s7733,263,4.38
1540,354,s1133,55,0.92
1541,433,s1579,228,3.8
1542,218,s5789,56,0.93
1543,237,s6960,119,1.98
1544,437,s3963,150,2.5
1545,243,s7433,29,0.48
1546,473,s4712,252,4.2
1547,19,s5671,239,3.98
1548,285,s1531,260,4.33
1549,454,s4126,235,3.92
1550,222,s3616,14,0.23
1551,164,s4912,148,2.47
1552,343,s5177,231,3.85
1553,254,s5490,74,1.23
1554,51,s5330,231,3.85
1555,29,s7461,19,0.32
1556,226,s2105,256,4.27
1557,354,s265,228,3.8
1558,128,s477,69,1.15
1559,245,s6550,278,4.63
1560,224,s8362,163,2.72
1561,429,s742,172,2.87
1562,332,s8100,261,4.35
1563,137,s930,97,1.62
1564,336,s3664,55,0.92
1565,238,s3988,187,3.12
1566,300,s5548,53,0.88
1567,498,s1726,21,0.35
1568,13,s6366,261,4.35
1569,57,s644,179,2.98
1570,60,s1256,218,3.63
1571,217,s2086,116,1.93
1572,455,s5688,105,1.75
1573,283,s3783,242,4.03
1574,330,s5713,185,3.08
1575,28,s7884,19,0.32
1576,305,s1082,166,2.77
1577,296,s224,264,4.4
1578,163,s4818,193,3.22
1579,306,s7522,254,4.23
1580,437,s6614,138,2.3
1581,2,s3711,64,1.07
1582,419,s3674,171,2.85
1583,341,s4507,78,1.3
1584,27,s6389,228,3.8
1585,485,s6174,69,1.15
1586,433,s2756,36,0.6
1587,464,s8042,104,1.73
1588,210,s8142,247,4.12
1589,185,s1475,181,3.02
1590,47,s8387,134,2.23
1591,34,s5842,157,2.62
1592,280,s5593,157,2.62
1593,345,s2584,248,4.13
1594,221,s5253,228,3.8
1595,80,s7376,268,4.47
1596,181,s8501,263,4.38
1597,347,s641,286,4.77
1598,233,s904,252,4.2
1599,137,s7249,96,1.6
1600,389,s169,151,2.52
1601,372,s6519,198,3.3
1602,221,s1549,87,1.45
1603,229,s5835,86,1.43
1604,292,s7209,136,2.27
1605,71,s3507,151,2.52
1606,380,s7570,247,4.12
1607,105,s2225,43,0.72
1608,7,s7445,26,0.43
1609,363,s262,177,2.95
1610,404,s8132,204,3.4
1611,233,s2547,222,3.7
1612,394,s517,239,3.98
1613,458,s4202,30,0.5
1614,147,s7191,167,2.78
1615,359,s4503,93,1.55
1616,415,s1405,19,0.32
1617,10,s3927,138,2.3
1618,349,s5559,42,0.7
1619,285,s3556,145,2.42
1620,444,s7594,27,0.45
1621,138,s1201,233,3.88
1622,337,s3429,72,1.2
1623,108,s114,159,2.65
1624,296,s6856,25,0.42
1625,238,s2842,252,4.2
1626,57,s3325,120,2.0
1627,401,s8734,113,1.88
1628,330,s7247,10,0.17
1629,70,s8448,115,1.92
1630,66,s2698,156,2.6
1631,103,s7283,275,4.58
1632,327,s5960,184,3.07
1633,452,s7908,261,4.35
1634,337,s6006,282,4.7
1635,336,s4579,294,4.9
1636,301,s2092,16,0.27
1637,225,s8379,179,2.98
1638,339,s5861,192,3.2
1639,368,s7467,18,0.3
1640,160,s673,256,4.27
1641,413,s2344,256,4.27
1642,39,s5909,33,0.55
1643,51,s262,169,2.82
1644,138,s1533,294,4.9
1645,135,s964,55,0.92
1646,135,s7435,222,3.7
1647,406,s2701,168,2.8
1648,283,s4713,92,1.53
1649,393,s7918,292,4.87
1650,53,s7837,67,1.12
1651,217,s3355,89,1.48
1652,279,s682,136,2.27
1653,43,s6844,297,4.95
1654,157,s1865,254,4.23
1655,423,s1469,281,4.68
1656,202,s7504,220,3.67
1657,350,s5746,297,4.95
1658,9,s4943,134,2.23
1659,443,s1846,249,4.15
1660,43,s5967,125,2.08
1661,7,s2342,150,2.5
1662,18,s123,36,0.6
1663,284,s8090,229,3.82
1664,137,s451,43,0.72
1665,430,s1846,80,1.33
1666,93,s255,50,0.83
1667,81,s7855,130,2.17
1668,331,s105,249,4.15
1669,116,s1968,117,1.95
1670,341,s3948,198,3.3
1671,328,s7177,118,1.97
1672,382,s6318,86,1.43
1673,178,s8558,294,4.9
1674,348,s5905,265,4.42
1675,212,s4238,110,1.83
1676,20,s6158,260,4.33
1677,130,s715,213,3.55
1678,31,s1111,207,3.45
1679,306,s6925,289,4.82
1680,78,s1084,147,2.45
1681,170,s7052,174,2.9
1682,171,s8803,260,4.33
1683,283,s5770,17,0.28
1684,16,s4892,143,2.38
1685,8,s3799,129,2.15
1686,40,s6274,99,1.65
1687,262,s1217,141,2.35
1688,41,s7353,150,2.5
1689,267,s6544,192,3.2
1690,403,s562,286,4.77
1691,222,s3385,146,2.43
1692,250,s8638,184,3.07
1693,250,s6406,261,4.35
1694,214,s1424,22,0.37
1695,425,s7873,234,3.9
1696,369,s7016,70,1.17
1697,13,s3569,180,3.0
1698,61,s4423,46,0.77
1699,153,s7277,76,1.27
1700,490,s4827,49,0.82
1701,283,s3444,207,3.45
1702,494,s8177,270,4.5
1703,321,s2352,266,4.43
1704,71,s3505,195,3.25
1705,267,s4568,45,0.75
1706,143,s23,264,4.4
1707,301,s8531,63,1.05
1708,334,s2037,210,3.5
1709,454,s7281,40,0.67
1710,64,s4962,63,1.05
1711,409,s2207,263,4.38
1712,360,s229,279,4.65
1713,280,s8460,163,2.72
1714,498,s2316,32,0.53
1715,163,s6021,204,3.4
1716,236,s1605,154,2.57
1717,229,s7589,119,1.98
1718,184,s3923,81,1.35
1719,344,s636,202,3.37
1720,205,s1856,277,4.62
1721,137,s4624,88,1.47
1722,251,s4722,124,2.07
1723,249,s3012,293,4.88
1724,427,s1265,184,3.07
1725,483,s6187,83,1.38
1726,142,s8327,185,3.08
1727,434,s7643,187,3.12
1728,330,s5206,40,0.67
1729,366,s955,27,0.45
1730,486,s3694,98,1.63
1731,169,s7575,103,1.72
1732,176,s5913,289,4.82
1733,177,s7728,178,2.97
1734,327,s6083,249,4.15
1735,369,s1763,236,3.93
1736,124,s3030,258,4.3
1737,119,s3168,102,1.7
1738,378,s8536,293,4.88
1739,418,s8652,87,1.45
1740,384,s396,288,4.8
1741,365,s4348,275,4.58
1742,31,s6125,265,4.42
1743,178,s3365,203,3.38
1744,499,s507,21,0.35
1745,244,s3545,134,2.23
1746,439,s636,281,4.68
1747,391,s8153,162,2.7
1748,116,s316,171,2.85
1749,414,s4813,162,2.7
1750,188,s6894,165,2.75
1751,4,s7334,38,0.63
1752,233,s6579,299,4.98
1753,443,s8068,27,0.45
1754,162,s3428,72,1.2
1755,101,s2310,281,4.68
1756,88,s7259,88,1.47
1757,444,s1496,40,0.67
1758,172,s7528,46,0.77
1759,276,s2859,159,2.65
1760,29,s2584,199,3.32
1761,278,s6206,215,3.58
1762,212,s3983,300,5.0
1763,260,s3633,191,3.18
1764,341,s2052,214,3.57
1765,95,s6805,209,3.48
1766,286,s4489,166,2.77
1767,7,s7710,17,0.28
1768,452,s3064,56,0.93
1769,78,s655,288,4.8
1770,278,s7040,60,1.0
1771,116,s8121,16,0.27
1772,59,s8065,232,3.87
1773,37,s2842,30,0.5
1774,138,s4898,297,4.95
1775,500,s5853,237,3.95
1776,331,s314,127,2.12
1777,409,s898,232,3.87
1778,409,s763,47,0.78
1779,400,s1951,166,2.77
1780,295,s2775,12,0.2
1781,275,s7163,63,1.05
1782,336,s2157,227,3.78
1783,149,s5536,159,2.65
1784,261,s1577,272,4.53
1785,221,s2223,223,3.72
1786,23,s7557,229,3.82
1787,219,s520,138,2.3
1788,342,s1167,207,3.45
1789,1,s8170,128,2.13
1790,318,s4754,14,0.23
1791,97,s1589,162,2.7
1792,129,s5393,214,3.57
1793,366,s279,60,1.0
1794,154,s1111,247,4.12
1795,396,s3155,117,1.95
1796,487,s6451,243,4.05
1797,436,s4968,263,4.38
1798,372,s2554,68,1.13
1799,249,s7789,174,2.9
1800,76,s1353,126,2.1
1801,479,s2113,61,1.02
1802,125,s4602,92,1.53
1803,47,s8003,12,0.2
1804,247,s6137,186,3.1
1805,462,s5941,212,3.53
1806,144,s4816,15,0.25
1807,122,s1506,220,3.67
1808,229,s6718,159,2.65
1809,173,s5038,247,4.12
1810,114,s178,257,4.28
1811,360,s8025,225,3.75
1812,410,s4460,67,1.12
1813,213,s1476,168,2.8
1814,48,s8721,276,4.6
1815,494,s8458,129,2.15
1816,159,s1719,252,4.2
1817,490,s4614,198,3.3
1818,273,s3886,179,2.98
1819,456,s3410,208,3.47
1820,493,s5242,13,0.22
1821,63,s5570,125,2.08
1822,437,s280,231,3.85
1823,338,s8047,38,0.63
1824,378,s6036,112,1.87
1825,144,s6681,233,3.88
1826,417,s377,17,0.28
1827,413,s1026,132,2.2
1828,239,s6630,52,0.87
1829,273,s5553,36,0.6
1830,24,s3418,86,1.43
1831,280,s874,113,1.88
1832,363,s1557,59,0.98
1833,481,s3993,195,3.25
1834,353,s2915,153,2.55
1835,333,s7265,149,2.48
1836,266,s1775,19,0.32
1837,327,s1938,238,3.97
1838,34,s3978,245,4.08
1839,158,s1467,74,1.23
1840,185,s768,23,0.38
1841,15,s1706,285,4.75
1842,35,s7484,16,0.27
1843,122,s1689,66,1.1
1844,175,s8553,202,3.37
1845,490,s7320,196,3.27
1846,461,s6848,97,1.62
1847,338,s2020,163,2.72
1848,56,s274,290,4.83
1849,461,s6663,119,1.98
1850,364,s2842,40,0.67
1851,321,s5970,18,0.3
1852,322,s2761,136,2.27
1853,45,s1207,62,1.03
1854,9,s167,271,4.52
1855,298,s4669,261,4.35
1856,454,s4749,286,4.77
1857,148,s7991,85,1.42
1858,8,s3203,240,4.0
1859,400,s478,234,3.9
1860,160,s686,171,2.85
1861,211,s6533,264,4.4
1862,396,s620,68,1.13
1863,444,s7653,146,2.43
1864,460,s2729,74,1.23
1865,267,s1244,241,4.02
1866,240,s5854,270,4.5
1867,228,s4193,48,0.8
1868,45,s421,110,1.83
1869,465,s2588,211,3.52
1870,20,s5439,138,2.3
1871,470,s117,50,0.83
1872,478,s7630,172,2.87
1873,78,s5278,265,4.42
1874,197,s4961,50,0.83
1875,486,s8097,117,1.95
1876,89,s2036,66,1.1
1877,332,s1576,123,2.05
1878,64,s3424,31,0.52
1879,481,s4876,283,4.72
1880,427,s1166,79,1.32
1881,321,s4534,159,2.65
1882,497,s278,170,2.83
1883,166,s393,245,4.08
1884,31,s718,300,5.0
1885,89,s8193,65,1.08
1886,488,s570,251,4.18
1887,105,s462,132,2.2
1888,153,s7261,32,0.53
1889,368,s302,200,3.33
1890,65,s7655,153,2.55
1891,336,s1080,153,2.55
1892,219,s5393,22,0.37
1893,318,s213,260,4.33
1894,100,s6717,65,1.08
1895,370,s880,166,2.77
1896,309,s8360,255,4.25
1897,73,s1085,299,4.98
1898,270,s1669,97,1.62
1899,87,s950,69,1.15
1900,396,s415,165,2.75
1901,371,s763,70,1.17
1902,426,s4571,142,2.37
1903,230,s4047,264,4.4
1904,231,s1878,252,4.2
1905,344,s2588,176,2.93
1906,122,s7235,96,1.6
1907,147,s5190,193,3.22
1908,438,s1172,210,3.5
1909,172,s631,47,0.78
1910,478,s5318,133,2.22
1911,469,s3534,179,2.98
1912,466,s1786,208,3.47
1913,293,s4548,181,3.02
1914,64,s6513,294,4.9
1915,160,s5597,13,0.22
1916,305,s7222,183,3.05
1917,386,s6275,231,3.85
1918,15,s6622,80,1.33
1919,15,s6927,84,1.4
1920,454,s7156,37,0.62
1921,72,s2153,278,4.63
1922,64,s7274,56,0.93
1923,72,s5903,148,2.47
1924,94,s2338,268,4.47
1925,256,s2625,212,3.53
1926,46,s4663,202,3.37
1927,98,s2691,18,0.3
1928,473,s8121,238,3.97
1929,280,s636,295,4.92
1930,352,s8042,241,4.02
1931,180,s8274,110,1.83
1932,120,s8550,101,1.68
1933,494,s3885,270,4.5
1934,466,s6429,109,1.82
1935,481,s5357,35,0.58
1936,433,s5750,177,2.95
1937,403,s8275,36,0.6
1938,403,s434,38,0.63
1939,272,s6949,140,2.33
1940,428,s4272,103,1.72
1941,129,s6988,85,1.42
1942,122,s5069,124,2.07
